S.No,Lead first name,Lead last name,Lead ID,Lead Source,Campaign name,Campaign ID,Lead Created Date,UCIC,Mobile Number,Alternate Mobile,Email ID,Date of Birth,PAN,PAN Attachment,City,District,State,Pincode,Country,Portfolio,Product,Offer Amount,Offer Valid Till,Assigned To,Branch,Region,Zone,Lead Status,Reason Code,Reason,Next Follow-up Date,LAN No.,Status Updated On,Duplicate Flag,Last Modified By,Last Modified On,Occupation,Employment Type,First Response (hrs),SLA Breached
368,Swapnil,Gaikwad,AFL-RET-000368,PQ Campaign,Swasthya Care JUL26,CMP-2026-0032,2026-07-09 14:12:00,282154470,7165004762,,swapnil.gaikwad@outlook.com,1986-01-13,DKGPH9908H,PAN_Swapnil_Gaikwad.pdf,Ahmedabad,Ahmedabad,Gujarat,380001,India,Retail Personal Loans,Medical Emergency Loan,400000,2026-09-07,Payal Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Disbursed,,,,AFLRET26000074,2026-08-01 09:26:00,No,Payal Vora,2026-08-01 09:26:00,Self-Employed Non-Professional,Self-Employed,0.7,No
369,Chetan,Hegde,AFL-RET-000369,PQ Campaign,Swasthya Care AUG26,CMP-2026-0035,2026-08-01 18:00:00,287856874,9207782113,,chetan.hegde42@gmail.com,1984-08-21,CUAPN6775Y,PAN_Chetan_Hegde.pdf,Bengaluru,Bengaluru Urban,Karnataka,560103,India,Loan Against Property,MLAP (Shakti),2500000,2026-09-15,Deepa Iyengar,Bengaluru — Whitefield,Karnataka Region,South Zone,Not reachable,NR-01,Number switched off / unreachable,,,2026-08-04 14:18:00,No,Deepa Iyengar,2026-08-04 14:18:00,Self-Employed Non-Professional,Self-Employed,0.2,No
370,Nisha,Patil,AFL-RET-000370,Social media,Shubh Vivah DEC25,CMP-2025-0011,2025-12-15 15:05:00,807087046,9159751234,,nisha.patil@rediffmail.com,1990-11-01,,,Pune,Pune,Maharashtra,411033,India,Gold & Secured Loans,Gold Loan,500000,2026-01-29,Sneha Parikh,Pune — Wakad,Maharashtra Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2025-12-17 10:49:00,No,Sneha Parikh,2025-12-17 10:49:00,Salaried — MNC,Salaried,0.2,No
371,Omkar,Parikh,AFL-RET-000371,Website,Safar Travel APR26,CMP-2026-0025,2026-04-11 13:31:00,,9740566785,,omkar.parikh@rediffmail.com,1974-10-28,,,Mumbai,Mumbai,Maharashtra,400005,India,Retail Personal Loans,Travel Loan,375000,2026-05-26,Omkar Patel,Mumbai — Fort,Maharashtra Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-04-13 11:49:00,No,Omkar Patel,2026-04-13 11:49:00,Salaried — Government / PSU,Salaried,0.2,No
372,Rakesh,Prasad,AFL-RET-000372,Landing page,Shubh Vivah DEC25,CMP-2025-0011,2025-12-13 09:58:00,857692769,6280727982,6711442588,rakesh.prasad@yahoo.com,1989-05-15,,,Patna,Patna,Bihar,800001,India,Retail Personal Loans,Medical Emergency Loan,50000,2026-01-27,Sanjay Singh,Patna — Boring Road,East India Region,East Zone,Not interested,NI-01,Rate of interest too high,,,2025-12-17 17:46:00,No,Sanjay Singh,2025-12-17 17:46:00,Salaried — MNC,Salaried,7.8,Yes
373,Krupa,Sawant,AFL-RET-000373,PQ Campaign,Shiksha Education JUL26,CMP-2026-0031,2026-07-23 11:23:00,740116665,6255418097,,krupa.sawant99@gmail.com,1993-01-15,VQEPE7246M,PAN_Krupa_Sawant.pdf,Mumbai,Mumbai Suburban,Maharashtra,400076,India,Retail Personal Loans,Education Loan,275000,2026-09-06,Aniket Modi,Mumbai — Powai,Maharashtra Region,West Zone,Not interested,NI-02,Already availed loan elsewhere,,,2026-07-27 18:41:00,No,Aniket Modi,2026-07-27 18:41:00,Salaried — Government / PSU,Salaried,0.2,No
374,Dinesh,Kumaraswamy,AFL-RET-000374,Landing page,Property Power APR26,CMP-2026-0023,2026-04-19 19:23:00,,8873554086,,dinesh.kumaraswamy@outlook.com,2001-10-03,HYQPU9076H,PAN_Dinesh_Kumaraswamy.pdf,Chennai,Chennai,Tamil Nadu,600017,India,Loan Against Property,MLAP (Shakti),1100000,2026-06-03,Hariharan Krishnan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Not interested,NI-05,Processing fee not acceptable,,,2026-04-22 11:06:00,No,Hariharan Krishnan,2026-04-22 11:06:00,Self-Employed Professional,Self-Employed,0.2,No
375,Manoj,Reddy,AFL-RET-000375,Website,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-14 10:23:00,,6854890669,,manoj.reddy@gmail.com,1976-01-27,KRZPC6422M,PAN_Manoj_Reddy.pdf,Bengaluru,Bengaluru Urban,Karnataka,560095,India,Vehicle & Consumer Loans,Consumer Durable Loan,55000,2025-12-29,Manoj Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Disbursed,,,,AFLRET25000075,2025-12-01 11:56:00,No,Manoj Nair,2025-12-01 11:56:00,Salaried — Government / PSU,Salaried,1.5,No
376,Sneha,Wagh,AFL-RET-000376,Social media,Vyapar Vriddhi JAN26,CMP-2026-0013,2026-01-22 16:23:00,,9464642400,6101772837,sneha.wagh@hotmail.com,1991-11-22,NQHPY6136V,PAN_Sneha_Wagh.pdf,Pune,Pune,Maharashtra,411004,India,Business & MSME Loans,Working Capital Loan,17500000,2026-02-21,Nikhil Deshmukh,Pune — Shivajinagar,Maharashtra Region,West Zone,Disbursed,,,,AFLRET26000076,2026-02-20 09:26:00,No,Nikhil Deshmukh,2026-02-20 09:26:00,Self-Employed Non-Professional,Self-Employed,1.8,No
377,Tarun,Arora,AFL-RET-000377,Landing page,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-01 09:23:00,,9561242794,9130784498,tarun.arora15@outlook.com,1986-07-03,TVVPY2712Y,PAN_Tarun_Arora.pdf,Noida,Gautam Buddha Nagar,Uttar Pradesh,201309,India,Gold & Secured Loans,Loan Against Securities,725000,2026-03-03,Ritika Singh,Noida — Sector 62,Delhi NCR Region,North Zone,Rejected,REJ-12,GST / ITR not available,,,2026-02-07 09:47:00,No,Ritika Singh,2026-02-07 09:47:00,Salaried — MNC,Salaried,,No
378,Jithin,Unnikrishnan,AFL-RET-000378,PQ Campaign,Property Power MAY26,CMP-2026-0027,2026-05-24 16:23:00,416992516,8811203715,,jithin.unnikrishnan37@gmail.com,1974-05-07,,,Kochi,Ernakulam,Kerala,682018,India,Retail Home Loans,Plot + Construction Loan,8500000,2026-06-23,Anjana Menon,Kochi — Kaloor,Kerala & AP Region,South Zone,Rejected,REJ-08,Employer / company not approved,,,2026-05-28 09:22:00,No,Anjana Menon,2026-05-28 09:22:00,Business Owner,Self-Employed,,No
379,Sreejith,Pillai,AFL-RET-000379,PQ Campaign,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-10 18:58:00,583344278,7162048817,,sreejith.pillai@rediffmail.com,2001-02-28,SVBPJ7391U,PAN_Sreejith_Pillai.pdf,Thiruvananthapuram,Thiruvananthapuram,Kerala,695010,India,Retail Personal Loans,Debt Consolidation Loan,1000000,2026-07-10,Vivek Kurup,Trivandrum — Vazhuthacaud,Kerala & AP Region,South Zone,Disbursed,,,,AFLRET26000077,2026-07-16 10:25:00,No,Vivek Kurup,2026-07-16 10:25:00,Salaried — Government / PSU,Salaried,0.3,No
380,Rashmi,Sethi,AFL-RET-000380,Website,Shiksha Education MAY26,CMP-2026-0026,2026-05-09 14:12:00,,9702579460,,rashmi.sethi62@yahoo.com,1957-06-17,,,Lucknow,Lucknow,Uttar Pradesh,226003,India,Retail Home Loans,Plot + Construction Loan,2400000,2026-07-08,Tarun Tiwari,Lucknow — Hazratganj,North India Region,North Zone,Follow-up,,,2026-09-12,,2026-05-10 10:58:00,No,Tarun Tiwari,2026-05-10 10:58:00,Retired / Pensioner,Salaried,0.2,No
381,Tarun,Tiwari,AFL-RET-000381,PQ Campaign,Gold Utsav APR26,CMP-2026-0024,2026-04-20 15:44:00,645389130,8850407437,,tarun.tiwari7@rediffmail.com,2002-10-03,,,Jodhpur,Jodhpur,Rajasthan,342005,India,Gold & Secured Loans,Gold Loan,275000,2026-06-04,Rohit Sharma,Jodhpur — Sardarpura,North India Region,North Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-04-23 15:02:00,No,Rohit Sharma,2026-04-23 15:02:00,Salaried — Private Sector,Salaried,0.2,No
382,Omkar,Modi,AFL-RET-000382,Website,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-09 10:58:00,,9615741336,8350799889,omkar.modi@rediffmail.com,1971-12-14,KKFPK5560H,PAN_Omkar_Modi.pdf,Ahmedabad,Ahmedabad,Gujarat,380009,India,Retail Personal Loans,Diwali Special Loan,50000,2026-01-08,Payal Vora,Ahmedabad — CG Road,Gujarat Region,West Zone,Not interested,NI-07,Tenure offered not suitable,,,2025-11-11 17:16:00,No,Payal Vora,2025-11-11 17:16:00,Salaried — MNC,Salaried,0.2,No
383,Deepak,Hegde,AFL-RET-000383,PQ Campaign,Balance Transfer Bonanza JAN26,CMP-2026-0014,2026-01-10 14:18:00,767182169,7667953887,,deepak.hegde86@outlook.com,1978-08-03,,,Bengaluru,Bengaluru Urban,Karnataka,560047,India,Retail Personal Loans,Home Renovation Loan,425000,2026-02-09,Manoj Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Not reachable,NR-02,Invalid / wrong number,,,2026-01-12 09:25:00,No,Manoj Nair,2026-01-12 09:25:00,Salaried — MNC,Salaried,2.2,Yes
384,Swapnil,Vora,AFL-RET-000384,Social media,Ghar Ka Sapna OCT25,CMP-2025-0002,2025-10-16 13:37:00,,8237727839,,swapnil.vora@gmail.com,1976-01-28,,,Pune,Pune,Maharashtra,411027,India,Retail Home Loans,Home Loan Balance Transfer,10500000,2025-11-15,Sneha Parikh,Pune — Wakad,Maharashtra Region,West Zone,Not interested,NI-01,Rate of interest too high,,,2025-10-18 11:45:00,No,Sneha Parikh,2025-10-18 11:45:00,Salaried — Government / PSU,Salaried,0.2,No
385,Chaitra,Setty,AFL-RET-000385,Social media,Swasthya Care AUG26,CMP-2026-0035,2026-08-10 09:58:00,,7850911822,,chaitra.setty@gmail.com,2003-08-18,GAUPT8280T,PAN_Chaitra_Setty.pdf,Bengaluru,Bengaluru Urban,Karnataka,560037,India,Retail Personal Loans,Medical Emergency Loan,575000,2026-10-09,Deepa Iyengar,Bengaluru — Whitefield,Karnataka Region,South Zone,Rejected,REJ-05,OGL — outside the geo location,,,2026-08-14 11:01:00,No,Deepa Iyengar,2026-08-14 11:01:00,Salaried — Private Sector,Salaried,,No
386,Anand,Rao,AFL-RET-000386,Social media,Balance Transfer Bonanza JUN26,CMP-2026-0030,2026-06-07 09:18:00,,6342999214,,anand.rao@gmail.com,1996-10-03,ZWHPF5877S,PAN_Anand_Rao.pdf,Bengaluru,Bengaluru Urban,Karnataka,560070,India,Retail Personal Loans,Debt Consolidation Loan,475000,2026-07-22,Nandini Rao,Bengaluru — Jayanagar,Karnataka Region,South Zone,Not interested,NI-01,Rate of interest too high,,,2026-06-09 14:36:00,No,Nandini Rao,2026-06-09 14:36:00,Salaried — MNC,Salaried,0.2,No
387,Bhavani,Achari,AFL-RET-000387,PQ Campaign,Swasthya Care SEP26,CMP-2026-0038,2026-09-02 12:18:00,891690425,9746778355,9773429534,bhavani.achari@hotmail.com,1987-04-16,,,Warangal,Warangal,Telangana,506009,India,Gold & Secured Loans,Loan Against Securities,1600000,2026-11-01,Aruna Reddy,Warangal — Hanamkonda,Telangana Region,South Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-09-05 10:05:00,No,Aruna Reddy,2026-09-05 10:05:00,Self-Employed Professional,Self-Employed,2.8,Yes
388,Mrunal,Patil,AFL-RET-000388,PQ Campaign,Shubh Vivah DEC25,CMP-2025-0011,2025-12-10 17:51:00,681531210,7287846240,,mrunal.patil75@rediffmail.com,1971-10-02,ALMPL2213F,PAN_Mrunal_Patil.pdf,Rajkot,Rajkot,Gujarat,360001,India,Vehicle & Consumer Loans,Two-Wheeler Loan,95000,2026-02-08,Siddharth Trivedi,Rajkot — Kalawad Road,Gujarat Region,West Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2025-12-21 10:11:00,No,Siddharth Trivedi,2025-12-21 10:11:00,Self-Employed Professional,Self-Employed,,No
389,Nisha,Thakkar,AFL-RET-000389,Social media,Shiksha Education MAY26,CMP-2026-0026,2026-05-18 09:12:00,,8821735981,9668047423,nisha.thakkar82@outlook.com,2000-02-02,,,Mumbai,Mumbai Suburban,Maharashtra,400054,India,Retail Personal Loans,Kushal Personal Loan,1200000,2026-07-17,Jayesh Chavan,Mumbai — Bandra,Maharashtra Region,West Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-05-22 09:25:00,No,Jayesh Chavan,2026-05-22 09:25:00,Salaried — MNC,Salaried,0.4,No
390,Rituparna,Sarkar,AFL-RET-000390,Website,Property Power MAY26,CMP-2026-0027,2026-05-06 09:58:00,,9668333033,,rituparna.sarkar@hotmail.com,1986-09-09,GCZPE7993D,PAN_Rituparna_Sarkar.pdf,Kolkata,Kolkata,West Bengal,700091,India,Retail Home Loans,Plot + Construction Loan,8500000,2026-07-05,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Rejected,REJ-08,Employer / company not approved,,,2026-05-09 09:33:00,No,Tanmoy Chakraborty,2026-05-09 09:33:00,Business Owner,Self-Employed,,No
391,Chetan,Hegde,AFL-RET-000391,Landing page,Shiksha Education AUG26,CMP-2026-0034,2026-08-30 16:31:00,,6713704011,,chetan.hegde@yahoo.com,2000-10-14,LJTPA5599D,PAN_Chetan_Hegde.pdf,Bengaluru,Bengaluru Urban,Karnataka,560082,India,Retail Personal Loans,Education Loan,225000,2026-10-14,Vinay Jain,Bengaluru — Jayanagar,Karnataka Region,South Zone,Not interested,NI-06,Family / spouse declined,,,2026-09-03 16:49:00,No,Vinay Jain,2026-09-03 16:49:00,Self-Employed Professional,Self-Employed,0.2,No
392,Rashmi,Shetty,AFL-RET-000392,Landing page,Shubh Vivah DEC25,CMP-2025-0011,2025-12-15 10:18:00,776739331,9254054425,7794836230,rashmi.shetty27@gmail.com,1971-12-03,,,Bengaluru,Bengaluru Urban,Karnataka,560029,India,Retail Home Loans,Disha Home Loan,1800000,2026-02-13,Vinay Nair,Bengaluru — Koramangala,Karnataka Region,South Zone,Not interested,NI-05,Processing fee not acceptable,,,2025-12-16 13:36:00,No,Vinay Nair,2025-12-16 13:36:00,Salaried — Government / PSU,Salaried,0.2,No
393,Sangeeta,Saikia,AFL-RET-000393,Landing page,Property Power JUN26,CMP-2026-0029,2026-06-01 14:00:00,,7456915812,,sangeeta.saikia@hotmail.com,1988-10-23,,,Bhubaneswar,Khordha,Odisha,751010,India,Vehicle & Consumer Loans,Consumer Durable Loan,125000,2026-07-16,Rakesh Deka,Bhubaneswar — Saheed Nagar,East India Region,East Zone,Not interested,NI-01,Rate of interest too high,,,2026-06-04 13:12:00,No,Rakesh Deka,2026-06-04 13:12:00,Salaried — MNC,Salaried,4.2,Yes
394,Sohini,Chakraborty,AFL-RET-000394,Landing page,Professional Edge AUG26,CMP-2026-0036,2026-08-27 15:58:00,,8332753747,,sohini.chakraborty5@hotmail.com,2000-10-23,KRCPD9299A,PAN_Sohini_Chakraborty.pdf,Kolkata,Kolkata,West Bengal,700105,India,Retail Home Loans,Home Loan Balance Transfer,11000000,2026-10-26,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Follow-up,,,2026-09-14,,2026-08-30 09:17:00,No,Tanmoy Chakraborty,2026-08-30 09:17:00,Salaried — MNC,Salaried,0.2,No
395,Srabani,Mitra,AFL-RET-000395,PQ Campaign,Shubh Vivah DEC25,CMP-2025-0011,2025-12-04 09:51:00,444005091,7986026766,,srabani.mitra33@hotmail.com,2001-02-21,,,Kolkata,Kolkata,West Bengal,700017,India,Gold & Secured Loans,Loan Against Securities,6000000,2026-02-02,Debolina Banerjee,Kolkata — Park Street,West Bengal Region,East Zone,Not interested,NI-03,Only enquiring — no current need,,,2025-12-06 11:09:00,No,Debolina Banerjee,2025-12-06 11:09:00,Salaried — Government / PSU,Salaried,0.2,No
396,Madhavi,Rao,AFL-RET-000396,Website,Shiksha Education AUG26,CMP-2026-0034,2026-08-09 16:37:00,,9257532841,,madhavi.rao@rediffmail.com,1968-06-17,PZTPE1991M,PAN_Madhavi_Rao.pdf,Warangal,Warangal,Telangana,506001,India,Retail Personal Loans,Education Loan,400000,2026-10-08,Aruna Reddy,Warangal — Hanamkonda,Telangana Region,South Zone,Sanctioned,,,,AFLRET26000078,2026-08-19 11:51:00,No,Aruna Reddy,2026-08-19 11:51:00,Business Owner,Self-Employed,7.1,Yes
397,Debolina,Guha,AFL-RET-000397,Landing page,Vyapar Vriddhi FEB26,CMP-2026-0016,2026-02-13 20:58:00,185448083,9476010605,,,1973-06-04,BYFPR1326K,PAN_Debolina_Guha.pdf,Kolkata,Kolkata,West Bengal,700017,India,Business & MSME Loans,Vyapar Business Loan,3600000,2026-03-30,Debolina Banerjee,Kolkata — Park Street,West Bengal Region,East Zone,Not reachable,NR-03,No response after 3 attempts,,,2026-02-17 09:31:00,No,Debolina Banerjee,2026-02-17 09:31:00,Self-Employed Non-Professional,Self-Employed,0.2,No
398,Kumari,Prasad,AFL-RET-000398,Landing page,Swasthya Care AUG26,CMP-2026-0035,2026-08-07 19:44:00,,8136886016,,kumari.prasad@yahoo.com,1992-07-12,YTTPS9500E,PAN_Kumari_Prasad.pdf,Bhubaneswar,Khordha,Odisha,751010,India,Retail Home Loans,Disha Home Loan,725000,2026-09-06,Rakesh Deka,Bhubaneswar — Saheed Nagar,East India Region,East Zone,Not interested,NI-07,Tenure offered not suitable,,,2026-08-10 11:42:00,No,Rakesh Deka,2026-08-10 11:42:00,Salaried — Private Sector,Salaried,3.8,Yes
399,Priya,Ahluwalia,AFL-RET-000399,Social media,Property Power JUN26,CMP-2026-0029,2026-06-18 20:37:00,839610836,7852718276,6992803197,priya.ahluwalia@hotmail.com,1977-06-28,LEMPL4764K,PAN_Priya_Ahluwalia.pdf,Amritsar,Amritsar,Punjab,143001,India,Loan Against Property,Lease Rental Discounting,16000000,2026-07-18,Rahul Malhotra,Amritsar — Lawrence Road,North India Region,North Zone,Follow-up,,,2026-09-22,,2026-06-22 09:20:00,No,Rahul Malhotra,2026-06-22 09:20:00,Self-Employed Non-Professional,Self-Employed,0.2,No
400,Payal,Thakkar,AFL-RET-000400,Social media,Diwali Dhamaka NOV25,CMP-2025-0006,2025-11-16 20:12:00,,9420873445,,payal.thakkar@gmail.com,1993-12-05,,,Nagpur,Nagpur,Maharashtra,440010,India,Vehicle & Consumer Loans,Two-Wheeler Loan,40000,2025-12-16,Hardik Patel,Nagpur — Dharampeth,Maharashtra Region,West Zone,Not reachable,NR-02,Invalid / wrong number,,,2025-11-19 09:23:00,No,Hardik Patel,2025-11-19 09:23:00,Self-Employed Professional,Self-Employed,0.2,No
401,Aarti,Rathore,AFL-RET-000401,Website,Shiksha Education MAY26,CMP-2026-0026,2026-05-15 20:12:00,889289642,7829690146,,aarti.rathore@hotmail.com,1975-09-20,DAFPV3991Y,PAN_Aarti_Rathore.pdf,Ludhiana,Ludhiana,Punjab,141008,India,Retail Personal Loans,Education Loan,1000000,2026-06-29,Swati Saxena,Ludhiana — Mall Road,North India Region,North Zone,Disbursed,,,,AFLRET26000079,2026-06-09 11:03:00,No,Swati Saxena,2026-06-09 11:03:00,Business Owner,Self-Employed,0.5,No
402,Trupti,Patil,AFL-RET-000402,PQ Campaign,Ghar Ka Sapna MAR26,CMP-2026-0019,2026-03-21 20:12:00,984010342,9294067362,,trupti.patil@yahoo.com,1977-05-20,,,Surat,Surat,Gujarat,395017,India,Retail Home Loans,Home Purchase Loan,9000000,2026-04-20,Omkar Shah,Surat — Adajan,Gujarat Region,West Zone,Rejected,REJ-08,Employer / company not approved,,,2026-03-25 10:27:00,No,Omkar Shah,2026-03-25 10:27:00,Salaried — Private Sector,Salaried,,No
403,Aniket,Vora,AFL-RET-000403,Website,Swasthya Care AUG26,CMP-2026-0035,2026-08-15 13:51:00,394836772,8453431276,,aniket.vora72@hotmail.com,1971-07-19,,,Pune,Pune,Maharashtra,411033,India,Retail Home Loans,Home Loan Balance Transfer,10000000,2026-09-29,Sagar Vora,Pune — Wakad,Maharashtra Region,West Zone,Not interested,NI-03,Only enquiring — no current need,,,2026-08-20 11:02:00,No,Sagar Vora,2026-08-20 11:02:00,Salaried — Private Sector,Salaried,7.7,Yes
404,Prosenjit,Bhattacharya,AFL-RET-000404,Social media,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-24 16:37:00,,8818584503,7852864994,prosenjit.bhattacharya22@hotmail.com,1988-01-17,,,Kolkata,Kolkata,West Bengal,700091,India,Business & MSME Loans,MSME Growth Loan,3400000,2026-09-07,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2026-08-02 09:21:00,No,Tanmoy Chakraborty,2026-08-02 09:21:00,Self-Employed Professional,Self-Employed,,No
405,Rahul,Grover,AFL-RET-000405,Landing page,Safar Travel APR26,CMP-2026-0025,2026-04-18 15:37:00,867697763,8927559021,,rahul.grover@gmail.com,1989-03-01,HVUPX3111G,PAN_Rahul_Grover.pdf,Kanpur,Kanpur Nagar,Uttar Pradesh,208004,India,Retail Personal Loans,Travel Loan,575000,2026-05-18,Nitin Bansal,Kanpur — Civil Lines,North India Region,North Zone,Not reachable,NR-03,No response after 3 attempts,,,2026-04-21 09:53:00,No,Nitin Bansal,2026-04-21 09:53:00,Salaried — Private Sector,Salaried,4.8,Yes
406,Bikash,Majumdar,AFL-RET-000406,Social media,Property Power APR26,CMP-2026-0023,2026-04-02 09:12:00,,7238254945,,bikash.majumdar20@yahoo.com,1998-04-14,TSYPU2607A,PAN_Bikash_Majumdar.pdf,Kolkata,Kolkata,West Bengal,700106,India,Retail Personal Loans,Marriage Loan,1600000,2026-06-01,Tanmoy Chakraborty,Kolkata — Salt Lake,West Bengal Region,East Zone,Rejected,REJ-03,Policy restriction,,,2026-04-12 10:19:00,No,Tanmoy Chakraborty,2026-04-12 10:19:00,Salaried — Private Sector,Salaried,,No
407,Rakesh,Gogoi,AFL-RET-000407,Website,Balance Transfer Bonanza JUL26,CMP-2026-0033,2026-07-11 18:00:00,518917465,6449349453,6695678367,rakesh.gogoi@rediffmail.com,1977-05-11,EFRPC9290K,PAN_Rakesh_Gogoi.pdf,Bhubaneswar,Khordha,Odisha,751015,India,Professional Loans,Doctor Professional Loan,3100000,2026-08-25,Rakesh Deka,Bhubaneswar — Saheed Nagar,East India Region,East Zone,Disbursed,,,,AFLRET26000080,2026-08-05 17:30:00,No,Rakesh Deka,2026-08-05 17:30:00,Homemaker,Self-Employed,0.2,No
408,Nikhil,Panchal,AFL-RET-000408,Landing page,Professional Edge AUG26,CMP-2026-0036,2026-08-09 10:18:00,213091596,6192322700,8980859964,nikhil.panchal73@gmail.com,1975-11-05,,,Mumbai,Mumbai Suburban,Maharashtra,400097,India,Business & MSME Loans,MSME Growth Loan,1500000,2026-10-08,Bhavesh Modi,Mumbai — Powai,Maharashtra Region,West Zone,Rejected,REJ-07,Existing obligations too high (FOIR),,,2026-08-21 11:43:00,No,Bhavesh Modi,2026-08-21 11:43:00,Business Owner,Self-Employed,,No
409,Gaurav,Grover,AFL-RET-000409,Social media,Balance Transfer Bonanza FEB26,CMP-2026-0017,2026-02-03 15:31:00,,9867851441,,,1975-09-27,EDFPQ4912A,PAN_Gaurav_Grover.pdf,New Delhi,New Delhi,Delhi,110001,India,Loan Against Property,Lease Rental Discounting,38500000,2026-03-20,Nidhi Sharma,Delhi — Connaught Place,Delhi NCR Region,North Zone,Disbursed,,,,AFLRET26000081,2026-02-19 16:20:00,No,Nidhi Sharma,2026-02-19 16:20:00,Agriculturist,Self-Employed,0.4,No
410,Sangeeta,Oraon,AFL-RET-000410,Website,Gold Utsav APR26,CMP-2026-0024,2026-04-06 20:00:00,,9185663619,,sangeeta.oraon@yahoo.com,1978-07-05,NEBPZ4202S,PAN_Sangeeta_Oraon.pdf,Guwahati,Kamrup Metro,Assam,781001,India,Gold & Secured Loans,Gold Loan,195000,2026-05-06,Sunita Saikia,Guwahati — GS Road,East India Region,East Zone,Rejected,REJ-13,Others,,,2026-04-10 10:59:00,No,Sunita Saikia,2026-04-10 10:59:00,Salaried — MNC,Salaried,,No
411,Revathi,Subramanian,AFL-RET-000411,Landing page,Property Power JUN26,CMP-2026-0029,2026-06-03 10:58:00,,9622502491,,revathi.subramanian@gmail.com,1976-02-20,HKXPL3673X,PAN_Revathi_Subramanian.pdf,Chennai,Chennai,Tamil Nadu,600024,India,Retail Personal Loans,Kushal Personal Loan,60000,2026-08-02,Saravanan Rajan,Chennai — T Nagar,Tamil Nadu Region,South Zone,Disbursed,,,,AFLRET26000082,2026-06-28 10:11:00,No,Saravanan Rajan,2026-06-28 10:11:00,Salaried — Private Sector,Salaried,0.2,No
